,Unnamed: 0,cid,text,time,author,channel,votes,photo,heart,time_parsed,label
469,217,UgzZJF1pIw0F2lZdIh94AaABAg,<3,1 month ago,Kaisometimes,UCrD7bR3Sp1yl7hKhr90HSeA,0,https://yt3.ggpht.com/ytc/AMLnZu-Pyki5hGnw9xNkmw-SGQG_95Yb2D3A6n6PVZnOIg=s176-c-k-c0x00ffffff-no-rj,False,1657994930.687206,others
470,218,UgwPanPp7gxTEUuBpgV4AaABAg,improving sa kuya Inday angwala akala ko wholesome na tao to XD HAHAHAHAHAHAHAHAHAHAHAHAHAHAH,1 month ago,Kaisometimes,UCrD7bR3Sp1yl7hKhr90HSeA,0,https://yt3.ggpht.com/ytc/AMLnZu-Pyki5hGnw9xNkmw-SGQG_95Yb2D3A6n6PVZnOIg=s176-c-k-c0x00ffffff-no-rj,False,1657994930.693966,others
471,219,UgxA72nyVrPTpUahM2N4AaABAg,Congrats po  kuya cong idol😇🥰 GODBLESS you all😇,1 month ago,Dianna rose Doctolero,UCS-8lnLVdZPGy5FoYO-ROWA,0,https://yt3.ggpht.com/ytc/AMLnZu8_Hheo3eRRwIwFdQMHv6tHxfVA5er1gs0SNYNwUa-pRZs0i0okEVP0pYk5ICCO=s176-c-k-c0x00ffffff-no-rj,False,1657994930.698014,compliment
472,220,UgxS1brY7h_8iqTAb8J4AaABAg,Nakakamiss yung outro,1 month ago,Ron Gifford,UCcHJpoRlYspGJTE6pYwDkGQ,0,https://yt3.ggpht.com/ytc/AMLnZu_WiVG6xY5A4LjqUn5fEHc5iuS5p9PJJYd4_M4AUw=s176-c-k-c0x00ffffff-no-rj,False,1657994930.698014,others
473,221,UgyLXjz0G3b4v_xmQyh4AaABAg,"Mj Jet 23 Vlog
https://youtu.be/hqqt7N1vrwg",1 month ago,AllaN Gajaw,UCZfOPjt7jBI9BABxvez_mpA,0,https://yt3.ggpht.com/ytc/AMLnZu_HDU6kwF_z0uevl6WKR-kXaRr9POtiUFlseuyE7WZQlLW3nSpqh3rtS2wvmQP0=s176-c-k-c0x00ffffff-no-rj,False,1657994930.701971,others
474,222,UgzVp_kQkt71ue1IkKt4AaABAg,what a milestone boss! naaalala ko yung mga araw na hinihintay ko mag 100k tong channel mo,1 month ago,Moaney,UC1ztspHiBiZByCeVsWkeJxA,1,https://yt3.ggpht.com/ytc/AMLnZu82R4ybTxuTqNilwznD8yw5DUSkjMeIj9ENSjK_gRkvYbqE3cLENPz1TZIlePTc=s176-c-k-c0x00ffffff-no-rj,False,1657994930.708464,others
475,223,Ugxclof6sQKdjMtqjBx4AaABAg,"Very inspiring po kyo boss Cong❤️ pls just continue sharing wisdom and blessings to others, God bless team Payaman❤️ dami nyo po napapasaya..",1 month ago,cindy,UCNLfbKs-9fRTyPlippbrtdw,2,https://yt3.ggpht.com/ic9rGJWTHTkUOtzcJBab8H_0MG7_kk1etOEdP7R8h_pNKgwKt0NmZV1shKtlt0V1I5JXXiWnkw=s176-c-k-c0x00ffffff-no-rj,False,1657994930.712535,compliment
476,224,UgynDk7f80rvdOdggdN4AaABAg,"Dream big, Aim for the sky, make it happen.",1 month ago,Ram Andres,UCow_n6pOsbCty-28oqpqDKQ,0,https://yt3.ggpht.com/ytc/AMLnZu90gitYG44tkz14_7Duk5NmsXTnVHV4SpaR5ZFW=s176-c-k-c0x00ffffff-no-rj,False,1657994930.712535,others
477,225,Ugxs7ml2KIx1B49ZQU14AaABAg,Congrats Cong TV kasama mo kami sa journey mo.,1 month ago (edited),Ram Andres,UCow_n6pOsbCty-28oqpqDKQ,0,https://yt3.ggpht.com/ytc/AMLnZu90gitYG44tkz14_7Duk5NmsXTnVHV4SpaR5ZFW=s176-c-k-c0x00ffffff-no-rj,False,1657994930.716445,compliment
478,226,UgwJvOFPvbpwFaiV-b54AaABAg,CONGRATSSSSSSSS🎈🎉🎊🎊🎊,1 month ago,D'1997,UCuky8baNnlMyZDYQ_UT2Wpg,0,https://yt3.ggpht.com/ytc/AMLnZu8pjtYR7VGOiWJpyNxOnlXRFRXvAIWfBKlPTfiKPTJQSlq2kbwNxXjOQ2lWelRE=s176-c-k-c0x00ffffff-no-rj,False,1657994931.108643,compliment
479,227,UgxdsXfGE54ws-ZVk914AaABAg,💖💖💖,1 month ago,Claudith Diwas,UChMXMLFVux0W8z2Ny5-e6Ow,0,https://yt3.ggpht.com/Fn7nGrYTtVZGTzaNGVgIYhyI5B9Jn_cO1DncUV50MoiuPlsXH1SzYnbtDHZJrOYJZ59GIcnl7Q=s176-c-k-c0x00ffffff-no-rj,False,1657994931.117764,others
480,228,Ugyul54nqICPQa0bRH94AaABAg,"Watching emman in heaven,, he is proud of you cong tv👍🏻",1 month ago,Lxech RC,UChw8oq1_Pa8zrZO8j4lvbQw,0,https://yt3.ggpht.com/ytc/AMLnZu8_i_UFN05gFIhwJuASp6QpK29uZ4VORZGKgXV6Zw=s176-c-k-c0x00ffffff-no-rj,False,1657994931.1217,others
481,229,Ugyp8xGCI2v_o0EL3rF4AaABAg,Labyou boss cong 😘,1 month ago,Dodong TV,UCd5OXfeLZgV2u2yr_8eyYrQ,6,https://yt3.ggpht.com/ytc/AMLnZu8XcBt6KUnTdin2-Dfd5ttjHCzD2wpAo4YWkL5U=s176-c-k-c0x00ffffff-no-rj,False,1657994931.124745,compliment
482,230,UgwbNBKnwXuCIa2u_Ht4AaABAg,babalikan ko tong vlog mo na to kuya cong pag natupad na din yung akin,1 month ago,Johan Mancilla,UC75zIbS0xOQzal_qkMrggIQ,0,https://yt3.ggpht.com/ytc/AMLnZu9Uxd7sSSaVWowFPx2-LnR_xL8UtFHKuOooF3J0_YhaD2iyEZxVIan1467cASrz=s176-c-k-c0x00ffffff-no-rj,False,1657994931.128812,others
483,231,UgzsSx2jq6SLVS_1n4t4AaABAg,Cong tv ang may totoong may time machine e time machine mo din si kuya inday   iba na sya new skill unlock  trippings din pala kala ko tahitahimik lang heheheh ❤️,1 month ago (edited),TheyCallmeMP,UCMpa7chnXAFkEdB2MAH5-VQ,0,https://yt3.ggpht.com/g1D0ilwEDxzQEsQe9kAoKuRCAcCv-S-D-YJwJHa9T7LpBOq9TUx77G8wzNyCU2TxnZ6AqUzX=s176-c-k-c0x00ffffff-no-rj,False,1657994931.136754,others
484,232,UgyFJmJbSpYfrWUbOM54AaABAg,"Ang heartwarming makita nung compilation sa dulo, naging saksi ako sa lahat ng bagay. Hindi ko namalayan",1 month ago,KC Arisme,UCh5DfQ3Dr0hlSAn4viDaRJA,2,https://yt3.ggpht.com/ytc/AMLnZu9pF4duuRhl27gdbnAk0Xc12Rl7hIWUmFpUML1MWdQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.142749,others
485,233,Ugx36Yob_YbYp6XzGxt4AaABAg,PUPUNTA TALAGA AKO MANILA KAGA MAY MALAKI BILLBOARD SA EDSA 😂,1 month ago,V GAMES & VLOG,UCuYUvoXUm_jks3VJLDyYXKw,0,https://yt3.ggpht.com/ytc/AMLnZu96bLW2-TGgtSfgc3BajdzKpmsrIQ-PTdnkpJg12g=s176-c-k-c0x00ffffff-no-rj,False,1657994931.150756,others
486,234,Ugz-TDTUhMtHVEcLYTV4AaABAg,yung outro!!! classic talaga.. goosebumps,1 month ago,Rec Montillana,UCxsOE0a6zlrxteWew-Gt83A,0,https://yt3.ggpht.com/ytc/AMLnZu8vm5tVYletCURrmyJEnISXfJ_jYA757w9wpQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.154755,others
487,235,Ugxcz2GhYkfKSOkxZoJ4AaABAg,Paawer ☝🏻❤,1 month ago,Rec Montillana,UCxsOE0a6zlrxteWew-Gt83A,0,https://yt3.ggpht.com/ytc/AMLnZu8vm5tVYletCURrmyJEnISXfJ_jYA757w9wpQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.157306,others
488,236,Ugzz1yAbGNzPpYwrW394AaABAg,CFG ☝🏻❤,1 month ago,Rec Montillana,UCxsOE0a6zlrxteWew-Gt83A,0,https://yt3.ggpht.com/ytc/AMLnZu8vm5tVYletCURrmyJEnISXfJ_jYA757w9wpQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.161376,others
489,237,UgzFk9TtkXRT32S-Q_J4AaABAg,HOY NANDITO NA AKO BEFORE 1M SUBS KA!!!!!! CONGRATS!!!!!,1 month ago,May Santos,UCahaEb0jOruwZK8dUvN3TXA,0,https://yt3.ggpht.com/ytc/AMLnZu9dx0tSIf8M5jt7Z6p7u3XHzQ100tkwlDgLL5vmew=s176-c-k-c0x00ffffff-no-rj,False,1657994931.165315,others
490,238,UgzKZVzYJZJF1-zdqk94AaABAg,🙌🏼🎉,1 month ago,poppy moore,UCQaenRNhiTh2wtW-qclp0Lw,0,https://yt3.ggpht.com/iYVU_T-OLUYDCdRgvpXhPqXW2FnxAs3s1ZBYW9q8iixr2gJui8QA80GbGFEG9TEMMiKmytcm=s176-c-k-c0x00ffffff-no-rj,False,1657994931.169315,others
491,239,UgznSJtp7Z2jYVRXd3F4AaABAg,Mojacko🤣,1 month ago,Jack Roldan,UCWuikAItg6fdEK06kWL4iTg,0,https://yt3.ggpht.com/ytc/AMLnZu-9SuGnNrC8eeD8Omx-7XNX54J_S0gOqZyxBfTX=s176-c-k-c0x00ffffff-no-rj,False,1657994931.173316,others
492,240,UgwHfgNVR2E5fH15_od4AaABAg,Team payaman🔥,1 month ago,Avid Fan TV,UCWMZ5B1gomA7m0xL15IPtsA,0,https://yt3.ggpht.com/ozHWBkrU72PGi011ShpQsLrS6Bs_JX7P-pXxirN7LacGtbcT2XSCszSosd93KNzyBX5RRGjqvQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.175971,others
493,241,Ugx43Cgcf0D3Ydi_fC14AaABAg,Congrats bossing !!,1 month ago,Kyle,UCIOaRODtMQhzjjhGAqT8nvg,0,https://yt3.ggpht.com/gAZmTefcodVcTRopb1MLwvrcGnlONvsf1QVySn5YfFk3Z33DN79CaPneyMJSU90Q84YX9lJdcg=s176-c-k-c0x00ffffff-no-rj,False,1657994931.180014,compliment
494,242,UgxhZQ53LPblx1Xb36h4AaABAg,Congratulations boss cong tv since 75k subscriber sinubaybayan na kita at ikaw ang dahilan kung bakit naging malakas ang loob ko sa bawat araw na dumadaan salamat kuya cocon,1 month ago,Sarah Postanes,UCMqXlT0-Wit5S0pvKIxn0Ig,0,https://yt3.ggpht.com/ytc/AMLnZu--uxSpxjlOKQiBEkNbSSYnIxOXo3R1tt32fExz6gXZiiiw1CMyHAx4qSoA7pBg=s176-c-k-c0x00ffffff-no-rj,False,1657994931.184012,compliment
495,243,UgyWXdql335q2IOTs_B4AaABAg,congratz sa inyo.. More blessings pa po. Deserve niyo po ito.,1 month ago,Clyde Cabriana,UCX5nyVKah5Cx0VMn8kjPEBg,0,https://yt3.ggpht.com/ytc/AMLnZu-BDyZNQCEbXi-F4tDfzd7_kSoLnPjWGAaE0g=s176-c-k-c0x00ffffff-no-rj,False,1657994931.190158,compliment
496,244,Ugx_C_itzU9HmKyyaNp4AaABAg,7:34 kapag lumapit si crush sayo,1 month ago,Gojo Satoru.,UC3DlZyLpC5EcHdmLaTNpDzA,1,https://yt3.ggpht.com/BXXEzXeL0hdE7tonQseQ9Fp34h8UwE9Dwso_6ogOv16c7-87CSgrqBoZptTgRF5HIlp-QlLxiQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.195699,others
497,245,UgxJ2-ryGZXP41QUjZ54AaABAg,"PAA since grade 8, and now I’m graduating! isa yon sa biggest flex ko 🐾 CONGratulations, CONG TV!",1 month ago,ayako,UCHws2SrEhhmmM_7oYvRtMXg,0,https://yt3.ggpht.com/ytc/AMLnZu9RBUvC603Fq_1cynNLnx8mNX5LjKxw1qeQeAocGw=s176-c-k-c0x00ffffff-no-rj,False,1657994931.199638,others
498,246,Ugw4nNuoL4c2X6zsEUF4AaABAg,💗💗💗,1 month ago,Kristine Madredijo,UCuTivLgsoYZ5b4TG7uaArHw,0,https://yt3.ggpht.com/ytc/AMLnZu_0o0hoAPL9CadkytUczeI574-G-HouUdOoqhx63Rak3AsSuPRx1E1Qfe0CjYqm=s176-c-k-c0x00ffffff-no-rj,False,1657994931.600474,others
499,247,UgyDQOwH-wkCOOIV6g94AaABAg,Inspirational content creator nag iisa ka cong,1 month ago,Dennis Ortenero,UCXby6U73YzgYkrRi5lPuvQA,0,https://yt3.ggpht.com/ytc/AMLnZu-RxeZFcwuVzUPQSQF1SekuO10z8KUE0CmrOQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.607134,others
500,248,Ugy3wND-oOe5u85AdTl4AaABAg,"Congratulations CONG TV!!! Isa ko sa mga nakakita kung paano mo nakamit lahat ng pangarap mo. Di ko na maalala kung anong video yung una kong napanood sayo pero yung ""Pagnanalo sa lotto"" at ""Sampung utos sa vape"" tangina sobrang tawang tawa ko sayo! HAHAHAHAHA solid yun. Pati pagsasama nyo nila Rogeraker, Muning at Gloco sa ABS-CBN, yung pag cocommute nyo nila Junnie Boy sa mga lakad nyo at yung payo mo kay Beigh nung gusto nya na magstart magvlog lahat yun nasubaybayan. Gang sa pag angat mo kasama si Viy at ang buong Team Payaman. Ngayon parating na si Kidlat. Sobrang solid mo Cong. Sobrang blessed mo. Ang dasal ko nawa'y bigyan ka pa ni Lord ng malakas na pangangatawan at mahabang buhay para mas marami ka pang mapasayang tao. Mahal ka namin Cong. Proud ako na isa kong Ka-Paa.",1 month ago,Nix Nac,UC1l0rNvA_WcP1o5WpsQ0TZQ,0,https://yt3.ggpht.com/ytc/AMLnZu9XhyWhWe75RNLVsJojg5KlMFvGaujY7HxyF2SLJA=s176-c-k-c0x00ffffff-no-rj,False,1657994931.611139,others
501,249,UgyZb5JsiQQIbs6Dz_p4AaABAg,Suggestion from Mark Alick Narciso boss cong puntahan nyo daw yung puntod ni Eman ngayon Tenem kana,1 month ago,Alvin Alvin,UC2UYaMlXRLSRCAM13nt3gOw,0,https://yt3.ggpht.com/ytc/AMLnZu8HxNr20sTqM0temZeb5K-ehrcCNufHCIKz9w=s176-c-k-c0x00ffffff-no-rj,False,1657994931.61514,others
502,250,Ugw0ojtse8KuSUKGHfB4AaABAg,So happy boss cong. Started watching you even before your 100k subs. Deserve mo yung kung ano ka ngayon ❤️❤️❤️,1 month ago,Kenneth Pagdanganan,UCZXbEXgHY0nhU7u39JjcS8Q,2,https://yt3.ggpht.com/ytc/AMLnZu-trR5MMj6CF5UveiwPYGRh8qg0CoJlFKoMkg=s176-c-k-c0x00ffffff-no-rj,False,1657994931.623142,compliment
503,251,UgwE5tZZYjWp7suaXvZ4AaABAg,Tang ina mo solid boss cong congrats,1 month ago,COACH R,UC5omsTkz0wbmdMxJETUQbCw,0,https://yt3.ggpht.com/EY3qIFk00aRDFiWhO1PPTxy4Ql7m51qeg1YX4b6WVMzUsA64Ry3smiGBeF2clSP5SR1GL7OY1g=s176-c-k-c0x00ffffff-no-rj,False,1657994931.628414,compliment
504,0,UgyjCKotpoD-mRfeyaN4AaABAg,Proud of you kuya cocon at sa buong pamilya ng team payaman ☝️😇 #MatasaLangitPaasaLupa #chickenFeetGang,1 month ago,Vncnt TV,UCMEGW6BaHbmfmuzRV3CZDQw,0,https://yt3.ggpht.com/ytc/AMLnZu9ji67TL99h28oWV7ztoLcJBidt32EJfHGL0XI=s176-c-k-c0x00ffffff-no-rj,False,1657994931.632478,others
505,1,Ugy2MV9DoJxdzpTpQVx4AaABAg,"Mangiyak-ngiyak ako sa sobrang solid at pagiging humble mo master. Salute and good luck po sa mga araw na dadating. Sa lahat ho ng nangyayari at natatamasa niyo, 10 M ang nakasaksi at makakapagsabi na deserve niyo lahat ng blessing dahil sa hardword at pagiging honest niyo. Chicken Feet Gang: Isang Kahig, si Cong ang Mukha. 🤙",1 month ago,Jae x,UCjiWBY08aiLymrNF9_qEVlw,2,https://yt3.ggpht.com/ytc/AMLnZu8gQUOVZA5GWWnkLNolfAukU1Cqb97QBNuJxcObQQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.637814,others
506,2,Ugz_kNQlJkZxDk5HiB54AaABAg,Congratulations po kuya Cong more subscribers to your blog 💖 💓,1 month ago,Darinne Amores,UCpvOS-Vydr8XWiE1J3etvbw,0,https://yt3.ggpht.com/ytc/AMLnZu-TN65idhNwGzHHpnGZHHGpTas7f5i76TdsMiJotQv90S1DsubPAo7KPspRrf1P=s176-c-k-c0x00ffffff-no-rj,False,1657994931.639048,compliment
507,3,UgzBJdx_LqOVAJYzn614AaABAg,Congratulations boss Cong ❤️❤️❤️,1 month ago,Ronald Hermones,UCL5MQaIq_msfWiFVyQc6ktA,0,https://yt3.ggpht.com/ytc/AMLnZu-pe_eruLqqkt1cj2TNYSof7nwWr7Lx61U5w8iNYQ_KjNcPrueHBunukO5PRLbR=s176-c-k-c0x00ffffff-no-rj,False,1657994931.643054,compliment
508,4,UgzNz_T5FJhg1shXHhd4AaABAg,Ang saya Siguro ni kuya Emman sa Langit no? Congrats kuya cong!,1 month ago,Ransu,UCEYHFI6wmjVST7jveXKDY_g,0,https://yt3.ggpht.com/nTEMWoMkytaDexvmg_l2lMyO8yulRpElupfSxMUcEf4pFu-iTShlga8k_RNBnn2dfvQB8-K_sw=s176-c-k-c0x00ffffff-no-rj,False,1657994931.647039,others
509,5,UgxijVTNf35B9Aht6H94AaABAg,Congrats 🎉👏 nakaka proud po kayo Kuya cong☺️,1 month ago,Patricia Ann Silva,UCo0SXjtjnaJixkANORTnRsA,0,https://yt3.ggpht.com/ytc/AMLnZu8Pn0lXNe4l-GcNd8IEUTSYLlmCaArgZBnl0J3r9w=s176-c-k-c0x00ffffff-no-rj,False,1657994931.652375,compliment
510,6,UgzgodJjcWbOnnx_fFh4AaABAg,Congrats congtv.. balato thanks 😁😍,1 month ago,ewoks,UCHusu-yLrpjWF_m8G8-98wg,0,https://yt3.ggpht.com/ytc/AMLnZu93hqU37N_Trdt7d_i6-OIP4lX5I5t0_8RzRVQcZw1SRRB5V2KrnfylhvJT9Oeo=s176-c-k-c0x00ffffff-no-rj,False,1657994931.653664,compliment
511,7,UgxF6bm3Xco6EaaU2Al4AaABAg,"Congrats bossing. Pinaka favorite ko lahat sa vlog mo na nainspire ako is ung ""TYARGER"" last part :) :)",1 month ago,Silver Jude Vargas,UCM7KU8mZPQa87k8YD--eRDw,0,https://yt3.ggpht.com/ytc/AMLnZu8ygvsOBJL-QxpAIIxinWFUqffiQ3mlEZ0XQDjJ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.657731,compliment
512,8,UgxaDyogH5PJz0LvIwh4AaABAg,"nakakamiss yung ""Chicken feet out!"" na outro mo.. Sobrang dalang mo ng ginagawa yan.. regardless, 100% Congtv all the way!!",1 month ago (edited),Zack TV,UCx-vuUgEHus0wTSMAUf-o4w,0,https://yt3.ggpht.com/ytc/AMLnZu8b1cKR09OWHFOgG8qJZRT_XE9vod1BQyQ_3D75=s176-c-k-c0x00ffffff-no-rj,False,1657994931.66167,others
513,9,Ugyjy2fSJEGvbQ1hLFt4AaABAg,Salamat sa inspirasyon Boss Cong  🔥 Congrats,1 month ago,Rhodel Andrew Jerusalem,UCrMl6Hv0lNstSgNezdJ7YyA,0,https://yt3.ggpht.com/oyS10sOzyOcnuNGGteDaIdnkseWLwrAEA4q2q__CQYVG6iBF2HSqdw-tbrh66iqQaa4-A50M=s176-c-k-c0x00ffffff-no-rj,False,1657994931.667245,compliment
514,10,UgysTY2d1BRLWpNXWfp4AaABAg,Ayaw kol!,1 month ago,Loytags Official,UCKaxBaGNez9LHbeJf5YewZg,0,https://yt3.ggpht.com/ytc/AMLnZu-Fs4AtlljwUBSYqEJ1Gbs3txgZL0tV792JJ5dF=s176-c-k-c0x00ffffff-no-rj,False,1657994931.668539,others
515,11,UgwUfrnl0M_oUCHVojp4AaABAg,Kakagoodvibes talaga kayo kua Cong 💓 Congratulations 🎊 Sana mas marami pa kaming vlog na mapanuöd sa inyo ni vivys at ng team payaman pati anak Kong 5 yrs old naimpluwensyahan kuna sa panunuod sa inyo 😂 Godbless you all mwaaah 😘,1 month ago,Riza Francisco,UCdT6X7UZVbyas9rAfm1HOug,0,https://yt3.ggpht.com/ytc/AMLnZu_-T3ZJnHBArcJr-n2wW8qkuk51lfiZn5Z5qty0=s176-c-k-c0x00ffffff-no-rj,False,1657994931.672605,compliment
516,12,UgzfuZYHJH15oeYtFtF4AaABAg,Happy 10m idol Cong 🥳,2 months ago,🌼Jhen Patss🌼,UCCyr4NaaCE09B66QGOqmDgg,0,https://yt3.ggpht.com/ZxrPB-ekSZ8CJTwXgVry6zWPOO1IgfSFaFItNhF4af_HfTgdetnqaq3rLoFeNQokt3kFJJULNw=s176-c-k-c0x00ffffff-no-rj,False,1655402931.676545,compliment
517,13,Ugx7rxVGqfkjwf99xA94AaABAg,💙💙💙💙💙,2 months ago,Christian Villanueva,UCAvaJQUAmhFayQ5Euv2n-Rw,0,https://yt3.ggpht.com/ytc/AMLnZu81DskOCKSLLqhWy1Spu-FP5IguPhzVW8aJGzAkvg=s176-c-k-c0x00ffffff-no-rj,False,1655402931.682013,others
518,14,UgyldqTDiN99OPga8Ch4AaABAg,"as a fan, nakakatuwa lng na sa simula nung clip ng counting ng subs mula 0 hanggang 10M, lahat ng clips na yon ay natatandaan ko. tapos ung KWIIIK!!! nostalgic.",2 months ago,JayJay Pandinuela,UCLIF5OsoNKlntV-lnW9BYUw,3,https://yt3.ggpht.com/ytc/AMLnZu-GqM_3vpiZJ1XZIhZnoj247YWXM66Mv9Mw1RXLDw=s176-c-k-c0x00ffffff-no-rj,False,1655402932.059869,others
519,15,UgyjN-y9Uo1K0-028SR4AaABAg,Congrats lodi cong tv. nka subscribe ako since 2018 lodi na kita. pina panood na kita 2017 po❤️❤️ isa ka sa inspiration❤️❤️❤️,2 months ago,Ali Po,UCKerdsb46qB3E2M1m5SmfxQ,0,https://yt3.ggpht.com/ytc/AMLnZu-iIv5UIAb_hxHzDgChSyYeeJ6rI0TqOSCNbBnAxA=s176-c-k-c0x00ffffff-no-rj,False,1655402932.06467,compliment
520,16,UgyM1P7fcbCFZJ_VOzx4AaABAg,Boss boss boss,2 months ago,KA AYUS YAN TV,UCOFsKwHSZxxY9sMfEbcaX9A,0,https://yt3.ggpht.com/nst-YaCXSR0TU8W_xKag96M2di0UrGn-2uDY4CApkBIkG0BxnRphgzRSx7hrLS5_S15lEKmpA5k=s176-c-k-c0x00ffffff-no-rj,False,1655402932.06467,others
521,17,Ugx5NwKdIMfZ7H2St_B4AaABAg,since first vid napanood ko ❤️,2 months ago,Santi,UC7OYtDfFtoO5fSf8cmLkuNg,0,https://yt3.ggpht.com/ytc/AMLnZu8yFEbXNDEaHld2s5Td0Fe2DXYId_mV5ZAZQLGXHA=s176-c-k-c0x00ffffff-no-rj,False,1655402932.068741,others
522,18,UgxRPfEbxNrYX3Filml4AaABAg,Waiting sa pag hagis ng diamond🥰🤣🤣,2 months ago,Mark Rey Nasser Remodo,UCcr-ktniwSi_y_PTaWoS-mw,0,https://yt3.ggpht.com/ytc/AMLnZu_Tm_O7Vv5qYcsfediz9FQoChkPvX6uI-PCDJbO=s176-c-k-c0x00ffffff-no-rj,False,1655402932.072675,suggestion
523,19,UgwCGOJH8fDsT2CVAyZ4AaABAg,Congratz CONGTV TEAM PAYAMAN  deserve lahat ng yan!!!!!,2 months ago,Mema Swabe,UCyVJ_BOAbkNYL_4yLHUYMZQ,1,https://yt3.ggpht.com/ytc/AMLnZu-4tnxFkVKSjEQ9ulv96c-a69AkhbKvjPs7iLKsRw=s176-c-k-c0x00ffffff-no-rj,False,1655402932.076675,compliment
524,20,Ugwk2FtIrvR808Jjyzh4AaABAg,Legend cong tv dami mo na iinspire na tao,2 months ago,Laffy 2810,UCGXzP3p0bsoCCAPZ0PBOiTA,0,https://yt3.ggpht.com/GBdnO_92-p8SBlayIUEGw3qmnHtWyPZ0nQgUH5RCGJbkqn4t3IfgfupMV_RwMVOKAMdRq8LR=s176-c-k-c0x00ffffff-no-rj,False,1655402932.080674,compliment
525,21,Ugx9qtBjG3mp5AFZteh4AaABAg,Congratulations Cong TV 🎉 Deserve mo yan ♥️,2 months ago,Nelle Nicdao,UC5ACAzffbo0rn6WZOQqL54Q,0,https://yt3.ggpht.com/ytc/AMLnZu-FJqkHRRJ0C6KEuUOYfafBXhr5YkrQTDD2AyERWA=s176-c-k-c0x00ffffff-no-rj,False,1655402932.087451,compliment
526,22,UgzBQhmU_FeiihKBDmB4AaABAg,Nasa siqui,2 months ago,Hannah Diel,UCgMiCRo9WwnbmnLApBb16vQ,0,https://yt3.ggpht.com/ytc/AMLnZu9-L4cdBQEiPRhwVTesdpRb8jVqOL0M2bNBtxLw0w=s176-c-k-c0x00ffffff-no-rj,False,1655402932.08767,others
527,23,UgwM95cqFhPFc06hsm94AaABAg,Pawer ! Pawer !,2 months ago,Bummy Vlogs,UCbQ7Tzk2JWHaAF7cc6zbV-A,0,https://yt3.ggpht.com/5fajmJ90wn0EZLyNb5drSXALQnMfotEKatfgZ9fwziETT9EMQ8BzJ4b8wrGJIF4IBvKZQ7QrcA=s176-c-k-c0x00ffffff-no-rj,False,1655402932.091736,others
528,24,Ugw1MnfGOGCJyakQc814AaABAg,"HI BOSS COCON, ICACAPSLOCK KO NA TONG COMMENT KO PARA MAPANSIN MO AKO, PANO KITA MAKOKONTAK?",2 months ago,Macoy Official,UCcIOdmzmg87_DsoMNUNdzqw,0,https://yt3.ggpht.com/YLCfqD3RDUHAppYBP4ltxn0gDY2wVcJZuHCXl_4Mo5rsQAz46Yk_xR1JPJK3i8QiMDYaEBP7lA=s176-c-k-c0x00ffffff-no-rj,False,1655402932.095675,others
529,25,Ugx-xSA55RjUaotOH_R4AaABAg,namiss ko yung outro😭!!!! powerrrr!!!,2 months ago,KJ Gelacio,UCffXmIXyQDhg9TIhWZSJDoA,0,https://yt3.ggpht.com/ytc/AMLnZu8JdDqW6BNLLVigznyw5vkGAuxPmGc5E5nS4w=s176-c-k-c0x00ffffff-no-rj,False,1655402932.099676,others
530,26,UgxNID5I8syh3s4wup94AaABAg,Napaka lupit mo boss Cong💪,2 months ago,Naidel Raymundo,UCIcv2aTFWVTlpA5XMsgEc4A,0,https://yt3.ggpht.com/ytc/AMLnZu8TgXVJp1KNIFniqFXVCMsOpZyJ6oYlZ-hTio8g8v3DljVsq7vGqLAtYTZGHApU=s176-c-k-c0x00ffffff-no-rj,False,1655402932.107011,others
531,27,UgxD_s1rlV65zBSEPIp4AaABAg,"Congratulations to the one of the best creators in the Philippines, Cong Tv!!",2 months ago (edited),Danahlin Ramilo,UCVN91FJENL99pegxbEPfG-g,0,https://yt3.ggpht.com/ytc/AMLnZu8Ks2yy-_l0PYKOCBNDTQDHi__VSx9zBa9VCQIwRw=s176-c-k-c0x00ffffff-no-rj,False,1655402932.115011,compliment
532,28,UgxzjR_EMmrvA_QZ5l14AaABAg,Iba ka talaga kuya cong..iba ka talaga👏🎉🥰❤️,2 months ago,Kimberly Arroyo,UCLQo4U5L5yDbcLpMUD7CLSQ,0,https://yt3.ggpht.com/ytc/AMLnZu9Ypo2f5LKMg2YuDv1N5yIqFCtGHNqHe5wTFw=s176-c-k-c0x00ffffff-no-rj,False,1655402932.120466,compliment
533,29,Ugy8af63os9Jritdc3x4AaABAg,Ang lalim mo Cong!! 💯,2 months ago,King Gyapo,UCwqwF-JQQTP0mDysv-TOWyA,0,https://yt3.ggpht.com/ytc/AMLnZu_TeLqzCqfAadJ-J9r9i5Kqed8-2rT56fHeF5nQ=s176-c-k-c0x00ffffff-no-rj,False,1655402932.125276,others
